+-------+--------------------------------+----------------+-------+
|   #   | User Name                      | Boulder/routes |   %   |
| 27451 | Albert.cianci2                 |       1        | 0.000 |
| 27452 | AlbertoK                       |       1        | 0.000 |
| 27453 | Albertopichuboy                |       1        | 0.000 |
| 27454 | AlbertoyAlba                   |       1        | 0.000 |
| 27455 | AlbinWinda                     |       1        | 0.000 |
| 27456 | Albin_the_Skywalker            |       1        | 0.000 |
| 27457 | Albxrr                         |       1        | 0.000 |
| 27458 | Albybradley                    |       1        | 0.000 |
| 27459 | AlecFz                         |       1        | 0.000 |
| 27460 | Alehits                        |       1        | 0.000 |
| 27461 | Alejandra                      |       1        | 0.000 |
| 27462 | Alejandrooo                    |       1        | 0.000 |
| 27463 | Aleks_Jablonski                |       1        | 0.000 |
| 27464 | Aleksei                        |       1        | 0.000 |
| 27465 | Alessandrosipala               |       1        | 0.000 |
| 27466 | Alex                           |       1        | 0.000 |
| 27467 | Alex.Messner                   |       1        | 0.000 |
| 27468 | Alex73                         |       1        | 0.000 |
| 27469 | AlexAlbon                      |       1        | 0.000 |
| 27470 | AlexClimbs888                  |       1        | 0.000 |
| 27471 | AlexHeinzinger                 |       1        | 0.000 |
| 27472 | AlexJS                         |       1        | 0.000 |
| 27473 | AlexM2208                      |       1        | 0.000 |
| 27474 | AlexMaya                       |       1        | 0.000 |
| 27475 | AlexMcIntyre                   |       1        | 0.000 |
| 27476 | AlexMetro                      |       1        | 0.000 |
| 27477 | AlexPancione                   |       1        | 0.000 |
| 27478 | AlexRoo                        |       1        | 0.000 |
| 27479 | AlexS2000                      |       1        | 0.000 |
| 27480 | AlexScesney1                   |       1        | 0.000 |
| 27481 | AlexStiger                     |       1        | 0.000 |
| 27482 | AlexTango                      |       1        | 0.000 |
| 27483 | AlexThomasGrant                |       1        | 0.000 |
| 27484 | Alex_24                        |       1        | 0.000 |
| 27485 | Alexander.Church               |       1        | 0.000 |
| 27486 | AlexanderLamas                 |       1        | 0.000 |
| 27487 | AlexanderLog                   |       1        | 0.000 |
| 27488 | Alexander_Wind                 |       1        | 0.000 |
| 27489 | Alexandraroy                   |       1        | 0.000 |
| 27490 | Alexbpalmer                    |       1        | 0.000 |
| 27491 | Alexclimbs09                   |       1        | 0.000 |
| 27492 | Alexclimbs15                   |       1        | 0.000 |
| 27493 | AlexdieMuetze                  |       1        | 0.000 |
| 27494 | Alexis101                      |       1        | 0.000 |
| 27495 | AlexisGiard                    |       1        | 0.000 |
| 27496 | AlexisM                        |       1        | 0.000 |
| 27497 | AlexisRoberge                  |       1        | 0.000 |
| 27498 | AlexisRod                      |       1        | 0.000 |
| 27499 | Alexisdespontin                |       1        | 0.000 |
| 27500 | Alexjrosee                     |       1        | 0.000 |
| 27501 | Alexlahtinen                   |       1        | 0.000 |
| 27502 | Alexlimeh                      |       1        | 0.000 |
| 27503 | Alexpandaz                     |       1        | 0.000 |
| 27504 | Alextahoe                      |       1        | 0.000 |
| 27505 | Aleythus                       |       1        | 0.000 |
| 27506 | Alfaclimbing                   |       1        | 0.000 |
| 27507 | Alfbomb89                      |       1        | 0.000 |
| 27508 | AlfredJKwak                    |       1        | 0.000 |
| 27509 | Algon                          |       1        | 0.000 |
| 27510 | Algr                           |       1        | 0.000 |
| 27511 | AliZ                           |       1        | 0.000 |
| 27512 | Alibye                         |       1        | 0.000 |
| 27513 | Alice241012                    |       1        | 0.000 |
| 27514 | Alicedemaio_010                |       1        | 0.000 |
| 27515 | Alicehedin                     |       1        | 0.000 |
| 27516 | Alicethebaddie                 |       1        | 0.000 |
| 27517 | Alidaco                        |       1        | 0.000 |
| 27518 | Alienperspectives              |       1        | 0.000 |
| 27519 | Alinalavi                      |       1        | 0.000 |
| 27520 | Alis                           |       1        | 0.000 |
| 27521 | Alistairj                      |       1        | 0.000 |
| 27522 | Alivia.climber                 |       1        | 0.000 |
| 27523 | Alixschils                     |       1        | 0.000 |
| 27524 | Alkama                         |       1        | 0.000 |
| 27525 | Alkovila                       |       1        | 0.000 |
| 27526 | AllDayCrimper                  |       1        | 0.000 |
| 27527 | AllPowerNoFinesse              |       1        | 0.000 |
| 27528 | Alleaume                       |       1        | 0.000 |
| 27529 | Allemackan                     |       1        | 0.000 |
| 27530 | Allenblaster                   |       1        | 0.000 |
| 27531 | AlliS                          |       1        | 0.000 |
| 27532 | AlltalkNoChalk                 |       1        | 0.000 |
| 27533 | AllyAmelie                     |       1        | 0.000 |
| 27534 | Alooo                          |       1        | 0.000 |
| 27535 | AlpenAcademy                   |       1        | 0.000 |
| 27536 | Alpiniste21620                 |       1        | 0.000 |
| 27537 | AltissimoTPortet               |       1        | 0.000 |
| 27538 | AlvaradoJhon                   |       1        | 0.000 |
| 27539 | AlvaroCh                       |       1        | 0.000 |
| 27540 | AlvaroRodriguez                |       1        | 0.000 |
| 27541 | AlvaroRyW                      |       1        | 0.000 |
| 27542 | Alyssa_101                     |       1        | 0.000 |
| 27543 | AmandaMcFann                   |       1        | 0.000 |
| 27544 | Amandahernandez                |       1        | 0.000 |
| 27545 | Amber107                       |       1        | 0.000 |
| 27546 | Amberburns                     |       1        | 0.000 |
| 27547 | Ambroise94                     |       1        | 0.000 |
| 27548 | Amchoi                         |       1        | 0.000 |
| 27549 | Ame_major1234                  |       1        | 0.000 |
| 27550 | Amelkaclimberka                |       1        | 0.000 |
| 27551 | AmerYo                         |       1        | 0.000 |
| 27552 | Amiaz                          |       1        | 0.000 |
| 27553 | AmieBow                        |       1        | 0.000 |
| 27554 | AmienJusri                     |       1        | 0.000 |
| 27555 | Amirpy                         |       1        | 0.000 |
| 27556 | Ammand                         |       1        | 0.000 |
| 27557 | Ammarrrrrr                     |       1        | 0.000 |
| 27558 | Amomo31                        |       1        | 0.000 |
| 27559 | Amronaddy                      |       1        | 0.000 |
| 27560 | Amu                            |       1        | 0.000 |
