+------+--------------------------------+-----------------+--------+
|  #   | User Name                      | Uploaded Videos |   %    |
| 1242 | nathan_liao_fr                 | 3               | 0.011  |
| 1243 | nblakeborough                  | 3               | 0.011  |
| 1244 | nel.sets                       | 3               | 0.011  |
| 1245 | nick_climbing_                 | 3               | 0.011  |
| 1246 | nicksboardingschool            | 3               | 0.011  |
| 1247 | noah.the.climber               | 3               | 0.011  |
| 1248 | nojam_climber                  | 3               | 0.011  |
| 1249 | npc.face                       | 3               | 0.011  |
| 1250 | o_leo00                        | 3               | 0.011  |
| 1251 | oka_climb0107                  | 3               | 0.011  |
| 1252 | omarsends                      | 3               | 0.011  |
| 1253 | onetoehookatatime              | 3               | 0.011  |
| 1254 | oooookilter                    | 3               | 0.011  |
| 1255 | pandongkim88                   | 3               | 0.011  |
| 1256 | pawel.rambo.jelonek            | 3               | 0.011  |
| 1257 | pebblesandplastic              | 3               | 0.011  |
| 1258 | plastic_dangles                | 3               | 0.011  |
| 1259 | posongcket                     | 3               | 0.011  |
| 1260 | premkhilari                    | 3               | 0.011  |
| 1261 | pumpkin1025                    | 3               | 0.011  |
| 1262 | ramii_oho                      | 3               | 0.011  |
| 1263 | ravenrileyrolls                | 3               | 0.011  |
| 1264 | rbisaro                        | 3               | 0.011  |
| 1265 | rexchiwing                     | 3               | 0.011  |
| 1266 | riceroni63                     | 3               | 0.011  |
| 1267 | rikischwark                    | 3               | 0.011  |
| 1268 | roaclimb                       | 3               | 0.011  |
| 1269 | robbysfingies                  | 3               | 0.011  |
| 1270 | rocky.hongkie                  | 3               | 0.011  |
| 1271 | ronantolin                     | 3               | 0.011  |
| 1272 | ronnybreadclimbz               | 3               | 0.011  |
| 1273 | rosimoss                       | 3               | 0.011  |
| 1274 | roylamb_kebab                  | 3               | 0.011  |
| 1275 | rungasasu                      | 3               | 0.011  |
| 1276 | ryanalmeida79                  | 3               | 0.011  |
| 1277 | ryusei__climbing               | 3               | 0.011  |
| 1278 | samantles2                     | 3               | 0.011  |
| 1279 | sarrioaprendiz                 | 3               | 0.011  |
| 1280 | scronnie_coleman               | 3               | 0.011  |
| 1281 | sel_ber92                      | 3               | 0.011  |
| 1282 | semin0721                      | 3               | 0.011  |
| 1283 | serg.climbsrocks               | 3               | 0.011  |
| 1284 | sheldon_boardclimbs            | 3               | 0.011  |
| 1285 | shinzh188                      | 3               | 0.011  |
| 1286 | shizzoodles                    | 3               | 0.011  |
| 1287 | shrooffee                      | 3               | 0.011  |
| 1288 | simba_jshims                   | 3               | 0.011  |
| 1289 | simon_t_azn                    | 3               | 0.011  |
| 1290 | siuuuboard                     | 3               | 0.011  |
| 1291 | sjk_alex                       | 3               | 0.011  |
| 1292 | slopersarejugs                 | 3               | 0.011  |
| 1293 | slowlyslower                   | 3               | 0.011  |
| 1294 | snd.it                         | 3               | 0.011  |
| 1295 | solvel_y                       | 3               | 0.011  |
| 1296 | sooooo._.star                  | 3               | 0.011  |
| 1297 | sorting_c                      | 3               | 0.011  |
| 1298 | sportsformyself                | 3               | 0.011  |
| 1299 | stalkedm                       | 3               | 0.011  |
| 1300 | stephen_s_climbs               | 3               | 0.011  |
| 1301 | strong_kibeom                  | 3               | 0.011  |
| 1302 | szechuangod69                  | 3               | 0.011  |
| 1303 | t.e.a.g.a.n_s.m.y.t.h          | 3               | 0.011  |
| 1304 | thats_bomber                   | 3               | 0.011  |
| 1305 | the.wong.beta                  | 3               | 0.011  |
| 1306 | theaverageadventurer           | 3               | 0.011  |
| 1307 | thesecretclimbingspace         | 3               | 0.011  |
| 1308 | titosupertramp                 | 3               | 0.011  |
| 1309 | tobi.climb                     | 3               | 0.011  |
| 1310 | todd.drager                    | 3               | 0.011  |
| 1311 | tommy_bxl                      | 3               | 0.011  |
| 1312 | totster_on_the_board           | 3               | 0.011  |
| 1313 | traddadkilterbro               | 3               | 0.011  |
| 1314 | umayusukey                     | 3               | 0.011  |
| 1315 | un1_named                      | 3               | 0.011  |
| 1316 | vin.climbs                     | 3               | 0.011  |
| 1317 | vincent.s.joe                  | 3               | 0.011  |
| 1318 | vvvvclimbing                   | 3               | 0.011  |
| 1319 | wanini_93                      | 3               | 0.011  |
| 1320 | wen.zhou_climber               | 3               | 0.011  |
| 1321 | wetnoodle_climbs               | 3               | 0.011  |
| 1322 | willclifford1                  | 3               | 0.011  |
| 1323 | wytold                         | 3               | 0.011  |
| 1324 | xiangoh_                       | 3               | 0.011  |
| 1325 | xxclimb_rim                    | 3               | 0.011  |
| 1326 | yannick_flohe                  | 3               | 0.011  |
| 1327 | yannis_boulder                 | 3               | 0.011  |
| 1328 | yeong.uk_96                    | 3               | 0.011  |
| 1329 | yonghee26                      | 3               | 0.011  |
| 1330 | yonghyun01151                  | 3               | 0.011  |
| 1331 | yoummimii                      | 3               | 0.011  |
| 1332 | younghan03                     | 3               | 0.011  |
| 1333 | yujinnnclimbing                | 3               | 0.011  |
| 1334 | yv.on_belay                    | 3               | 0.011  |
| 1335 | zer0._.sun                     | 3               | 0.011  |
| 1336 | zoboboards                     | 3               | 0.011  |
| 1337 | zoe.beau                       | 3               | 0.011  |
| 1338 | 0.5ysang                       | 2               | 0.007  |
| 1339 | 0.__.zin                       | 2               | 0.007  |
| 1340 | 0000taiki0000                  | 2               | 0.007  |
| 1341 | 0ho_on                         | 2               | 0.007  |
| 1342 | 0ho_on.board                   | 2               | 0.007  |
| 1343 | 170._.62                       | 2               | 0.007  |
| 1344 | 1castle100                     | 2               | 0.007  |
| 1345 | 30.mino                        | 2               | 0.007  |
| 1346 | 5luminous29                    | 2               | 0.007  |
| 1347 | 91_lsh                         | 2               | 0.007  |
| 1348 | 96.09.01_                      | 2               | 0.007  |
| 1349 | __zeenee                       | 2               | 0.007  |
| 1350 | _gun__03                       | 2               | 0.007  |
| 1351 | _jinho.k                       | 2               | 0.007  |
| 1352 | _pat96                         | 2               | 0.007  |
| 1353 | _sanghee____                   | 2               | 0.007  |
| 1354 | _seojunabi                     | 2               | 0.007  |
| 1355 | _yah.yah                       | 2               | 0.007  |
